GEOID10,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres
120310075,0,0,0,0,0,0,1367,805,554
120310076,0,0,0,0,0,0,2028,888,1121
120310077,0,0,0,0,0,0,3229,1383,1822
120310078,0,0,0,0,0,0,1635,561,1058
120310079,0,0,0,0,0,0,1577,744,815
120310080,0,0,0,0,0,0,1127,814,305
120310081,0,0,0,0,0,0,1995,883,1097
120310082,0,0,0,0,0,0,1781,512,1258
120310083,0,0,0,0,0,0,1695,611,1067
120310084,0,0,0,0,0,0,1605,735,844
120310085,0,0,0,0,0,0,1886,663,1203
120310086,0,0,0,0,0,0,1801,727,1060
120310087,0,0,0,0,0,0,1406,361,1043
120310088,0,0,0,0,0,0,1829,691,1132
120310089,0,0,0,0,0,0,1436,505,920
120310090,0,0,0,0,0,0,1718,736,975
120310091,0,0,0,0,0,0,1450,605,831
120310092,0,0,0,0,0,0,2084,966,1103
120310093,0,0,0,0,0,0,1460,703,739
120310094,0,0,0,0,0,0,841,505,328
120310095,0,0,0,0,0,0,1446,733,704
120310096,0,0,0,0,0,0,2049,707,1326
120310097,0,0,0,0,0,0,1861,443,1414
120310098,0,0,0,0,0,0,1255,479,760
120310099,0,0,0,0,0,0,1341,397,933
120310100,0,0,0,0,0,0,2189,764,1413
120310101,0,0,0,0,0,0,1624,458,1157
120310102,0,0,0,0,0,0,2338,634,1697
120310103,0,0,0,0,0,0,2007,496,1502
120310104,0,0,0,0,0,0,1957,478,1466
120310105,0,0,0,0,0,0,2600,995,1585
120310106,0,0,0,0,0,0,1767,477,1267
120310107,0,0,0,0,0,0,1825,696,1117
120310108,0,0,0,0,0,0,1436,590,832
120310109,0,0,0,0,0,0,2087,532,1536
120310110,0,0,0,0,0,0,1823,598,1219
120310111,0,0,0,0,0,0,2153,896,1250
120310112,0,0,0,0,0,0,2353,813,1524
120310113,0,0,0,0,0,0,1857,677,1168
120310114,0,0,0,0,0,0,745,209,531
120310115,0,0,0,0,0,0,1166,282,880
120310116,0,0,0,0,0,0,978,611,360
120310117,0,0,0,0,0,0,859,508,345
120310118,0,0,0,0,0,0,849,704,142
120310119,0,0,0,0,0,0,902,882,20
120310120,0,0,0,0,0,0,854,667,183
120310121,0,0,0,0,0,0,569,445,119
120310122,0,0,0,0,0,0,695,635,60
120310123,0,0,0,0,0,0,908,892,15
120310124,0,0,0,0,0,0,737,681,56
120310125,0,0,0,0,0,0,1164,1082,80
120310126,0,0,0,0,0,0,562,502,59
120310127,0,0,0,0,0,0,439,428,10
120310128,0,0,0,0,0,0,1325,566,744
120310129,0,0,0,0,0,0,2221,2142,78
120310130,0,0,0,0,0,0,1923,1771,148
120310131,0,0,0,0,0,0,1167,1000,158
120310132,0,0,0,0,0,0,533,520,9
120310133,0,0,0,0,0,0,1120,953,159
120310134,0,0,0,0,0,0,168,142,25
120310135,0,0,0,0,0,0,93,7,86
120310136,0,0,0,0,0,0,2183,1926,252
120310137,0,0,0,0,0,0,1236,991,238
120310138,0,0,0,0,0,0,1158,537,616
120310139,0,0,0,0,0,0,1394,1380,12
120310140,0,0,0,0,0,0,968,818,143
120310141,0,0,0,0,0,0,1734,1461,267
120310142,0,0,0,0,0,0,1848,1788,57
120310143,0,0,0,0,0,0,1292,849,439
120310144,0,0,0,0,0,0,930,662,261
120310145,0,0,0,0,0,0,934,545,388
120310146,0,0,0,0,0,0,1231,1184,44
120310147,0,0,0,0,0,0,732,724,5
120310148,0,0,0,0,0,0,607,594,13
120310149,0,0,0,0,0,0,1095,1084,11
120310150,0,0,0,0,0,0,670,663,6
120310151,0,0,0,0,0,0,2659,2207,442
120310152,0,0,0,0,0,0,980,967,12
120310153,0,0,0,0,0,0,561,392,169
120310154,0,0,0,0,0,0,643,640,2
120310155,0,0,0,0,0,0,786,776,9
120310156,0,0,0,0,0,0,1001,509,486
120310157,0,0,0,0,0,0,1415,573,834
120310158,0,0,0,0,0,0,1277,151,1118
120310159,0,0,0,0,0,0,573,504,67
120310160,0,0,0,0,0,0,2017,1253,756
120310161,0,0,0,0,0,0,910,703,203
120310162,0,0,0,0,0,0,1523,1052,464
120310163,0,0,0,0,0,0,196,72,123
120310164,0,0,0,0,0,0,688,407,276
120310165,0,0,0,0,0,0,836,695,136
120310166,0,0,0,0,0,0,980,970,9
120310167,0,0,0,0,0,0,1066,1056,7
120310168,0,0,0,0,0,0,1182,975,203
120310169,0,0,0,0,0,0,613,609,4
120310170,0,0,0,0,0,0,712,350,356
120310171,0,0,0,0,0,0,1168,1155,13
120310172,0,0,0,0,0,0,894,384,505
120310173,0,0,0,0,0,0,1082,1071,9
120310174,0,0,0,0,0,0,709,699,9
120310175,0,0,0,0,0,0,1187,1001,184
120310176,0,0,0,0,0,0,683,603,80
120310177,0,0,0,0,0,0,1578,870,698
120310178,0,0,0,0,0,0,1029,980,46
120310179,0,0,0,0,0,0,1369,422,933
120310180,0,0,0,0,0,0,883,863,19
120310181,0,0,0,0,0,0,1094,780,310
120310182,0,0,0,0,0,0,227,199,26
120310183,0,0,0,0,0,0,1065,507,551
120310184,0,0,0,0,0,0,337,245,91
120310185,0,0,0,0,0,0,1049,867,180
120310186,0,0,0,0,0,0,1147,837,297
120310187,0,0,0,0,0,0,850,555,290
120310188,0,0,0,0,0,0,1516,1485,30
120310189,0,0,0,0,0,0,1370,1352,18
120310190,0,0,0,0,0,0,1591,1532,55
120310191,0,0,0,0,0,0,1347,743,595
120310192,0,0,0,0,0,0,978,445,522
120310193,0,0,0,0,0,0,1027,961,64
120310194,0,0,0,0,0,0,1368,1350,17
120310195,0,0,0,0,0,0,1479,1472,7
120310196,0,0,0,0,0,0,1459,1439,17
120310197,0,0,0,0,0,0,2215,2189,26
120310198,0,0,0,0,0,0,828,229,594
120310199,0,0,0,0,0,0,1851,1357,483
120310200,0,0,0,0,0,0,1286,731,551
120310201,0,0,0,0,0,0,1681,709,961
120310202,0,0,0,0,0,0,743,155,582
120310203,0,0,0,0,0,0,1286,424,852
120310204,0,0,0,0,0,0,1754,1296,450
120310205,0,0,0,0,0,0,481,212,264
120310206,0,0,0,0,0,0,556,211,338
120310207,0,0,0,0,0,0,266,64,199
120310208,0,0,0,0,0,0,2260,697,1552
120310209,0,0,0,0,0,0,2873,969,1886
120310210,0,0,0,0,0,0,1559,287,1260
120310211,0,0,0,0,0,0,2112,712,1379
120310212,0,0,0,0,0,0,719,303,412
120310213,0,0,0,0,0,0,1632,829,797
120310214,0,0,0,0,0,0,1677,600,1068
120310215,0,0,0,0,0,0,1641,917,717
120310216,0,0,0,0,0,0,25,3,22
120310217,0,0,0,0,0,0,1571,725,825
120310218,0,0,0,0,0,0,2839,1016,1809
120310219,0,0,0,0,0,0,500,83,414
120310220,0,0,0,0,0,0,998,153,837
120310221,0,0,0,0,0,0,1679,310,1358
120310222,0,0,0,0,0,0,873,147,726
120310223,0,0,0,0,0,0,1281,591,689
120310224,0,0,0,0,0,0,2003,798,1194
120310225,0,0,0,0,0,0,1291,596,672
120310226,0,0,0,0,0,0,870,131,733
120310227,0,0,0,0,0,0,1217,421,793
120310228,0,0,0,0,0,0,1369,364,994
120310229,0,0,0,0,0,0,1022,381,636
120310230,0,0,0,0,0,0,964,217,742
120310231,0,0,0,0,0,0,1356,784,560
120310232,0,0,0,0,0,0,1156,314,833
120310233,0,0,0,0,0,0,1796,943,845
120310234,0,0,0,0,0,0,1424,640,775
120310235,0,0,0,0,0,0,1984,984,987
120310236,0,0,0,0,0,0,2369,642,1715
120310237,0,0,0,0,0,0,1486,576,902
120310238,0,0,0,0,0,0,1553,766,774
120310239,0,0,0,0,0,0,2736,1011,1707
120310240,0,0,0,0,0,0,1164,634,524
120310241,0,0,0,0,0,0,3134,1519,1601
120310242,0,0,0,0,0,0,2451,1399,1040
120310243,0,0,0,0,0,0,1983,1058,912
120310244,0,0,0,0,0,0,2460,1411,1029
120310245,0,0,0,0,0,0,1660,571,1075
120310246,0,0,0,0,0,0,1131,410,715
120310247,0,0,0,0,0,0,1626,592,1022
120310248,0,0,0,0,0,0,2052,578,1457
120310249,0,0,0,0,0,0,909,350,552
120310250,0,0,0,0,0,0,1443,666,762
120310251,0,0,0,0,0,0,2166,762,1380
120310252,0,0,0,0,0,0,1512,674,823
120310253,0,0,0,0,0,0,2419,894,1509
120310254,0,0,0,0,0,0,2156,905,1231
120310255,0,0,0,0,0,0,2306,809,1472
120310256,0,0,0,0,0,0,1344,688,650
120310257,0,0,0,0,0,0,1384,781,587
120310258,0,0,0,0,0,0,1354,387,964
120310259,0,0,0,0,0,0,1249,520,719
120310260,0,0,0,0,0,0,1659,585,1060
120310261,0,0,0,0,0,0,1671,356,1310
120310262,0,0,0,0,0,0,1958,686,1257
120310263,0,0,0,0,0,0,1601,844,735
120310264,0,0,0,0,0,0,1506,511,986
120310265,0,0,0,0,0,0,3199,1212,1973
120310266,0,0,0,0,0,0,177,67,109
120310267,0,0,0,0,0,0,693,365,326
120310268,0,0,0,0,0,0,1239,557,674
120310269,0,0,0,0,0,0,1445,674,758
120310270,0,0,0,0,0,0,2297,1282,1000
120310271,0,0,0,0,0,0,1815,868,932
120310272,0,0,0,0,0,0,2029,871,1151
120310273,0,0,0,0,0,0,2607,1205,1382
120310274,0,0,0,0,0,0,1280,563,703
120310275,0,0,0,0,0,0,1380,599,758
120310276,0,0,0,0,0,0,2032,924,1091
120310277,0,0,0,0,0,0,1504,607,890
120310278,0,0,0,0,0,0,2011,863,1141
120310279,0,0,0,0,0,0,1236,409,815
120310280,0,0,0,0,0,0,1261,390,864
120310281,0,0,0,0,0,0,1806,324,1472
120310282,0,0,0,0,0,0,1426,842,571
120310283,0,0,0,0,0,0,1752,368,1382
120310284,0,0,0,0,0,0,574,207,357
120310285,0,0,0,0,0,0,1519,876,630
120310286,0,0,0,0,0,0,1357,689,655
120310287,0,0,0,0,0,0,1701,756,935
120310288,0,0,0,0,0,0,1645,832,798
120310289,0,0,0,0,0,0,0,0,0
120310290,0,0,0,0,0,0,1670,695,969
120310291,0,0,0,0,0,0,1609,612,989
120310292,0,0,0,0,0,0,934,254,673
120310293,0,0,0,0,0,0,1135,471,653
120310294,0,0,0,0,0,0,4,2,2
120310295,0,0,0,0,0,0,836,486,345
120330001,0,0,0,0,0,0,912,243,661
120330002,0,0,0,0,0,0,411,110,298
120330003,0,0,0,0,0,0,82,22,59
120330004,0,0,0,0,0,0,0,0,0
120330005,0,0,0,0,0,0,0,0,0
120330006,0,0,0,0,0,0,1831,584,1225
120330007,0,0,0,0,0,0,13,4,9
120330008,0,0,0,0,0,0,300,96,200
120330009,0,0,0,0,0,0,483,154,323
120330010,0,0,0,0,0,0,0,0,0
120330011,0,0,0,0,0,0,403,142,258
120330012,0,0,0,0,0,0,864,304,553
120330013,0,0,0,0,0,0,101,36,64
120330014,0,0,0,0,0,0,253,89,162
120330015,0,0,0,0,0,0,0,0,0
120330016,0,0,0,0,0,0,91,31,59
120330017,0,0,0,0,0,0,1142,388,747
120330018,0,0,0,0,0,0,615,229,379
120330019,0,0,0,0,0,0,50,19,31
120330020,0,0,0,0,0,0,63,20,42
120330021,0,0,0,0,0,0,1184,441,730
120330022,0,0,0,0,0,0,969,361,597
120330023,0,0,0,0,0,0,0,0,0
120330024,0,0,0,0,0,0,1181,381,788
120330025,0,0,0,0,0,0,1042,336,695
120330026,0,0,0,0,0,0,998,322,666
120330027,0,0,0,0,0,0,540,174,360
120330028,0,0,0,0,0,0,0,0,0
120330029,0,0,0,0,0,0,442,177,259
120330030,0,0,0,0,0,0,1000,401,585
120330031,0,0,0,0,0,0,811,325,475
120330032,0,0,0,0,0,0,1110,445,655
120330033,0,0,0,0,0,0,873,351,515
120330034,0,0,0,0,0,0,559,228,323
120330035,0,0,0,0,0,0,360,147,208
120330036,0,0,0,0,0,0,1254,512,725
120330037,0,0,0,0,0,0,549,159,384
120330038,0,0,0,0,0,0,433,140,289
120330039,0,0,0,0,0,0,245,77,166
120330040,0,0,0,0,0,0,265,83,179
120330041,0,0,0,0,0,0,640,201,433
120330042,0,0,0,0,0,0,258,81,174
120330043,0,0,0,0,0,0,264,83,178
120330044,0,0,0,0,0,0,446,102,339
120330045,0,0,0,0,0,0,832,190,632
120330046,0,0,0,0,0,0,552,126,420
120330047,0,0,0,0,0,0,377,86,287
120330048,0,0,0,0,0,0,86,25,60
120330049,0,0,0,0,0,0,473,136,332
120330050,0,0,0,0,0,0,631,182,443
120330051,0,0,0,0,0,0,746,161,579
120330052,0,0,0,0,0,0,1373,296,1065
120330053,0,0,0,0,0,0,1331,287,1032
120330054,0,0,0,0,0,0,35,8,27
120330055,0,0,0,0,0,0,843,218,616
120330056,0,0,0,0,0,0,1124,291,822
120330057,0,0,0,0,0,0,7,2,5
120330058,0,0,0,0,0,0,263,68,192
120330059,0,0,0,0,0,0,472,122,345
120330060,0,0,0,0,0,0,74,19,54
120330061,0,0,0,0,0,0,0,0,0
120330062,0,0,0,0,0,0,3714,994,2691
120330063,0,0,0,0,0,0,0,0,0
120330064,0,0,0,0,0,0,1698,592,1090
120330065,0,0,0,0,0,0,533,186,342
120330066,0,0,0,0,0,0,623,217,400
120330067,0,0,0,0,0,0,0,0,0
120330068,0,0,0,0,0,0,504,192,306
120330069,0,0,0,0,0,0,537,204,326
120330070,0,0,0,0,0,0,656,281,366
120330071,0,0,0,0,0,0,153,64,87
120330072,0,0,0,0,0,0,759,318,433
120330073,0,0,0,0,0,0,289,109,177
120330074,0,0,0,0,0,0,371,298,71
120330075,0,0,0,0,0,0,173,90,82
120330076,0,0,0,0,0,0,187,71,114
120330077,0,0,0,0,0,0,576,218,352
120330078,0,0,0,0,0,0,1051,398,642
120330079,0,0,0,0,0,0,0,0,0
120330080,0,0,0,0,0,0,225,108,113
120330081,0,0,0,0,0,0,155,90,63
120330082,0,0,0,0,0,0,237,167,68
120330083,0,0,0,0,0,0,146,125,20
120330084,0,0,0,0,0,0,0,0,0
120330085,0,0,0,0,0,0,4433,1264,3125
120330086,0,0,0,0,0,0,109,80,28
120330087,0,0,0,0,0,0,253,174,77
120330088,0,0,0,0,0,0,16,10,6
120330089,0,0,0,0,0,0,0,0,0
120330090,0,0,0,0,0,0,437,197,234
120330091,0,0,0,0,0,0,424,203,218
120330092,0,0,0,0,0,0,343,165,176
120330093,0,0,0,0,0,0,759,450,300
120330094,0,0,0,0,0,0,544,322,215
120330095,0,0,0,0,0,0,534,219,309
120330096,0,0,0,0,0,0,404,109,291
120330097,0,0,0,0,0,0,539,156,378
120330098,0,0,0,0,0,0,516,151,360
120330099,0,0,0,0,0,0,161,57,103
120330100,0,0,0,0,0,0,166,59,105
120330101,0,0,0,0,0,0,853,316,532
120330102,0,0,0,0,0,0,300,111,187
120330103,0,0,0,0,0,0,500,172,324
120330104,0,0,0,0,0,0,896,306,583
120330105,0,0,0,0,0,0,802,285,510
120330106,0,0,0,0,0,0,636,226,404
120330107,0,0,0,0,0,0,818,291,520
120330108,0,0,0,0,0,0,69,43,25
120330109,0,0,0,0,0,0,389,241,141
120330110,0,0,0,0,0,0,203,126,74
120330111,0,0,0,0,0,0,234,158,75
120330112,0,0,0,0,0,0,237,160,76
120330113,0,0,0,0,0,0,366,244,119
120330114,0,0,0,0,0,0,572,431,138
120330115,0,0,0,0,0,0,589,409,176
120330116,0,0,0,0,0,0,618,430,184
120330117,0,0,0,0,0,0,185,137,47
120330118,0,0,0,0,0,0,392,289,100
120330119,0,0,0,0,0,0,321,201,118
120330120,0,0,0,0,0,0,362,226,133
120330121,0,0,0,0,0,0,551,345,202
120330122,0,0,0,0,0,0,247,161,83
120330123,0,0,0,0,0,0,368,239,124
120330124,0,0,0,0,0,0,296,192,100
120330125,0,0,0,0,0,0,1290,1109,176
120330126,0,0,0,0,0,0,417,358,57
120330127,0,0,0,0,0,0,406,350,55
120330128,0,0,0,0,0,0,459,395,63
120330129,0,0,0,0,0,0,282,270,11
120330130,0,0,0,0,0,0,472,452,19
120330131,0,0,0,0,0,0,5,5,0
120330132,0,0,0,0,0,0,39,34,5
120330133,0,0,0,0,0,0,448,438,8
120330134,0,0,0,0,0,0,268,262,5
120330135,0,0,0,0,0,0,154,150,3
120330136,0,0,0,0,0,0,809,562,240
120330137,0,0,0,0,0,0,443,384,57
120330138,0,0,0,0,0,0,423,366,55
120330139,0,0,0,0,0,0,143,124,19
120330140,0,0,0,0,0,0,63,16,45
120330141,0,0,0,0,0,0,61,16,43
120330142,0,0,0,0,0,0,488,200,278
120330143,0,0,0,0,0,0,277,135,140
120330144,0,0,0,0,0,0,647,530,113
120330145,0,0,0,0,0,0,583,478,102
120330146,0,0,0,0,0,0,1068,876,186
120330147,0,0,0,0,0,0,259,212,45
120330148,0,0,0,0,0,0,154,126,27
120330149,0,0,0,0,0,0,1612,995,597
120330150,0,0,0,0,0,0,88,43,44
120330151,0,0,0,0,0,0,297,156,139
120330152,0,0,0,0,0,0,420,204,213
120330153,0,0,0,0,0,0,1314,981,323
120330154,0,0,0,0,0,0,351,345,5
120330155,0,0,0,0,0,0,586,576,8
120330156,0,0,0,0,0,0,213,117,95
120330157,0,0,0,0,0,0,655,354,296
120330158,0,0,0,0,0,0,183,91,89
120330159,0,0,0,0,0,0,635,316,309
120330160,0,0,0,0,0,0,1508,1336,167
120330161,0,0,0,0,0,0,438,388,49
120330162,0,0,0,0,0,0,369,184,180
120330163,0,0,0,0,0,0,371,160,207
120330164,0,0,0,0,0,0,757,406,342
120330165,0,0,0,0,0,0,735,394,332
120330166,0,0,0,0,0,0,181,61,118
120330167,0,0,0,0,0,0,158,54,102
120330168,0,0,0,0,0,0,182,62,118
120330169,0,0,0,0,0,0,777,404,366
120330170,0,0,0,0,0,0,189,77,111
120330171,0,0,0,0,0,0,822,333,483
120330172,0,0,0,0,0,0,368,149,216
120330173,0,0,0,0,0,0,1784,701,1065
120330174,0,0,0,0,0,0,0,0,0
120330175,0,0,0,0,0,0,983,724,252
120330176,0,0,0,0,0,0,106,31,74
120330177,0,0,0,0,0,0,56,17,39
120330178,0,0,0,0,0,0,676,200,472
120330179,0,0,0,0,0,0,1349,399,941
120330180,0,0,0,0,0,0,1013,313,691
120330181,0,0,0,0,0,0,1063,329,725
120330182,0,0,0,0,0,0,0,0,0
120330183,0,0,0,0,0,0,299,135,163
120330184,0,0,0,0,0,0,125,56,68
120330185,0,0,0,0,0,0,0,0,0
120330186,0,0,0,0,0,0,113,7,104
120330187,0,0,0,0,0,0,722,325,393
120330188,0,0,0,0,0,0,74,28,45
120330189,0,0,0,0,0,0,108,41,66
120330190,0,0,0,0,0,0,85,32,52
120330191,0,0,0,0,0,0,1202,457,730
120330192,0,0,0,0,0,0,1162,357,796
120330193,0,0,0,0,0,0,1120,344,768
120330194,0,0,0,0,0,0,0,0,0
120330195,0,0,0,0,0,0,137,36,98
120330196,0,0,0,0,0,0,2132,135,1955
120330197,0,0,0,0,0,0,96,6,88
120330198,0,0,0,0,0,0,367,163,201
120330199,0,0,0,0,0,0,35,16,19
120330200,0,0,0,0,0,0,604,274,323
120330201,0,0,0,0,0,0,400,181,214
120330202,0,0,0,0,0,0,1797,537,1245
120330203,0,0,0,0,0,0,0,0,0
120330204,0,0,0,0,0,0,278,106,169
120330205,0,0,0,0,0,0,535,207,323
120330206,0,0,0,0,0,0,368,145,221
120330207,0,0,0,0,0,0,432,171,259
120330208,0,0,0,0,0,0,2560,977,1552
120330209,0,0,0,0,0,0,422,126,292
120330210,0,0,0,0,0,0,258,74,182
120330211,0,0,0,0,0,0,317,91,223
120330212,0,0,0,0,0,0,10,3,7
120330213,0,0,0,0,0,0,0,0,0
120330214,0,0,0,0,0,0,695,225,466
120330215,0,0,0,0,0,0,296,103,191
120330216,0,0,0,0,0,0,588,190,394
120330217,0,0,0,0,0,0,0,0,0
120330218,0,0,0,0,0,0,1473,583,869
120330219,0,0,0,0,0,0,827,327,488
120330220,0,0,0,0,0,0,455,180,269
120330221,0,0,0,0,0,0,874,350,518
120330222,0,0,0,0,0,0,224,90,133
120330223,0,0,0,0,0,0,1336,535,792
120330224,0,0,0,0,0,0,422,169,250
120330225,0,0,0,0,0,0,0,0,0
120330226,0,0,0,0,0,0,691,243,443
120330227,0,0,0,0,0,0,529,186,339
120330228,0,0,0,0,0,0,971,341,623
120330229,0,0,0,0,0,0,743,261,477
120330230,0,0,0,0,0,0,0,0,0
120330231,0,0,0,0,0,0,721,359,351
120330232,0,0,0,0,0,0,1252,507,731
120330233,0,0,0,0,0,0,182,89,91
120330234,0,0,0,0,0,0,942,382,550
120330235,0,0,0,0,0,0,1151,441,701
120330236,0,0,0,0,0,0,913,301,603
120330237,0,0,0,0,0,0,572,191,377
120330238,0,0,0,0,0,0,753,252,496
120330239,0,0,0,0,0,0,112,37,74
120330240,0,0,0,0,0,0,586,193,387
120330241,0,0,0,0,0,0,1150,379,759
120330242,0,0,0,0,0,0,1451,363,1076
120330243,0,0,0,0,0,0,1011,215,788
120330244,0,0,0,0,0,0,1340,285,1045
120330245,0,0,0,0,0,0,1529,421,1088
120330246,0,0,0,0,0,0,2322,639,1652
120330247,0,0,0,0,0,0,0,0,0
120330248,0,0,0,0,0,0,2056,564,1482
120330249,0,0,0,0,0,0,643,138,499
120330250,0,0,0,0,0,0,970,209,753
120330251,0,0,0,0,0,0,1012,218,785
120330252,0,0,0,0,0,0,366,79,284
120330253,0,0,0,0,0,0,482,104,374
120330254,0,0,0,0,0,0,1232,321,899
120330255,0,0,0,0,0,0,350,344,6
120330256,0,0,0,0,0,0,2,2,0
120330257,0,0,0,0,0,0,96,94,2
120330258,0,0,0,0,0,0,418,103,310
120330259,0,0,0,0,0,0,54,13,40
120330260,0,0,0,0,0,0,681,168,504
120330261,0,0,0,0,0,0,426,105,315
120330262,0,0,0,0,0,0,2081,601,1455
120330263,0,0,0,0,0,0,2906,639,2232
120330264,0,0,0,0,0,0,437,68,363
120330265,0,0,0,0,0,0,749,91,651
120330266,0,0,0,0,0,0,986,188,793
120330267,0,0,0,0,0,0,1449,616,820
120350001,0,0,0,0,0,0,0,0,0
120350002,0,0,0,0,0,0,906,504,399
120350003,0,0,0,0,0,0,1013,451,543
120350004,0,0,0,0,0,0,261,68,192
120350005,0,0,0,0,0,0,1283,561,711
120350006,0,0,0,0,0,0,170,100,70
120350007,0,0,0,0,0,0,0,0,0
120350009,0,0,0,0,0,0,880,480,384
120350010,0,0,0,0,0,0,1541,827,701
120350011,0,0,0,0,0,0,1451,518,924
120350012,0,0,0,0,0,0,1572,830,730
120350013,0,0,0,0,0,0,1366,595,762
120350014,0,0,0,0,0,0,420,166,253
120350015,0,0,0,0,0,0,1249,641,594
120350016,0,0,0,0,0,0,1522,709,804
120350017,0,0,0,0,0,0,1327,731,589
120350018,0,0,0,0,0,0,129,41,88
120350019,0,0,0,0,0,0,844,269,572
120350020,0,0,0,0,0,0,1124,606,505
120350021,0,0,0,0,0,0,1187,653,529
120350022,0,0,0,0,0,0,245,96,147
120350023,0,0,0,0,0,0,1619,941,669
120350024,0,0,0,0,0,0,140,62,77
120350025,0,0,0,0,0,0,1024,455,558
120350026,0,0,0,0,0,0,1612,904,688
120350027,0,0,0,0,0,0,1844,993,835
120350028,0,0,0,0,0,0,1208,612,590
120350029,0,0,0,0,0,0,1343,686,644
120350030,0,0,0,0,0,0,1277,718,551
120350031,0,0,0,0,0,0,1819,1048,758
120350032,0,0,0,0,0,0,375,116,257
120350033,0,0,0,0,0,0,0,0,0
120350034,0,0,0,0,0,0,1686,987,690
120350035,0,0,0,0,0,0,1490,828,658
120350036,0,0,0,0,0,0,1056,474,576
120350038,0,0,0,0,0,0,0,0,0
120350040,0,0,0,0,0,0,1958,1013,932
120350041,0,0,0,0,0,0,0,0,0
120350042,0,0,0,0,0,0,1317,824,483
120350043,0,0,0,0,0,0,1076,450,622
120350044,0,0,0,0,0,0,1601,932,655
120350045,0,0,0,0,0,0,122,71,50
120350046,0,0,0,0,0,0,0,0,0
120350047,0,0,0,0,0,0,0,0,0
120350048,0,0,0,0,0,0,1481,721,750
120350049,0,0,0,0,0,0,0,0,0
120350050,0,0,0,0,0,0,1732,1040,679
120350051,0,0,0,0,0,0,1602,920,670
120350052,0,0,0,0,0,0,0,0,0
120350053,0,0,0,0,0,0,0,0,0
120350054,0,0,0,0,0,0,1643,596,1041
120350055,0,0,0,0,0,0,20,7,13
120350056,0,0,0,0,0,0,0,0,0
120350057,0,0,0,0,0,0,138,50,87
120350058,0,0,0,0,0,0,1081,334,743
120350059,0,0,0,0,0,0,2,1,1
120350060,0,0,0,0,0,0,36,21,15
120350061,0,0,0,0,0,0,239,76,162
120370001,0,0,0,0,0,0,1299,338,938
120370002,0,0,0,0,0,0,348,98,247
120370003,0,0,0,0,0,0,993,621,363
120370004,0,0,0,0,0,0,327,146,178
120370005,0,0,0,0,0,0,1183,362,800
120370006,0,0,0,0,0,0,421,155,257
120370007,0,0,0,0,0,0,743,277,463
120370008,0,0,0,0,0,0,714,136,572
120390001,0,0,0,0,0,0,380,186,192
120390002,0,0,0,0,0,0,729,357,369
120390003,0,0,0,0,0,0,235,168,67
120390004,0,0,0,0,0,0,189,135,54
120390005,0,0,0,0,0,0,556,397,158
120390006,0,0,0,0,0,0,459,327,131
120390007,0,0,0,0,0,0,401,286,114
120390008,0,0,0,0,0,0,807,388,414
120390009,0,0,0,0,0,0,1208,989,213
120390010,0,0,0,0,0,0,496,406,88
120390011,0,0,0,0,0,0,97,90,7
120390012,0,0,0,0,0,0,811,750,59
120390013,0,0,0,0,0,0,618,571,45
120390014,0,0,0,0,0,0,450,416,33
120390015,0,0,0,0,0,0,180,166,13
120390016,0,0,0,0,0,0,854,319,525
120390017,0,0,0,0,0,0,763,550,207
120390018,0,0,0,0,0,0,460,205,254
120390019,0,0,0,0,0,0,1451,840,601
120390020,0,0,0,0,0,0,367,253,111
120390021,0,0,0,0,0,0,177,153,23
120390022,0,0,0,0,0,0,905,785,117
120390023,0,0,0,0,0,0,262,227,34
120390024,0,0,0,0,0,0,603,323,274
120390025,0,0,0,0,0,0,735,694,40
120390026,0,0,0,0,0,0,430,406,23
120390027,0,0,0,0,0,0,509,306,195
120390028,0,0,0,0,0,0,206,124,79
120390029,0,0,0,0,0,0,511,161,343
120390030,0,0,0,0,0,0,387,122,259
120390031,0,0,0,0,0,0,845,733,110
120390032,0,0,0,0,0,0,156,147,9
120390033,0,0,0,0,0,0,461,435,25
120390034,0,0,0,0,0,0,788,660,128
120390035,0,0,0,0,0,0,1005,459,538
120390036,0,0,0,0,0,0,267,142,124
120390037,0,0,0,0,0,0,453,241,210
120390038,0,0,0,0,0,0,69,37,32
120390039,0,0,0,0,0,0,455,292,161
120390040,0,0,0,0,0,0,224,163,60
120390041,0,0,0,0,0,0,117,85,31
120390042,0,0,0,0,0,0,249,181,66
120390043,0,0,0,0,0,0,132,83,49
120390044,0,0,0,0,0,0,388,244,143
120390045,0,0,0,0,0,0,321,310,11
120390046,0,0,0,0,0,0,4,3,1
120390047,0,0,0,0,0,0,340,267,71
120390048,0,0,0,0,0,0,0,0,0
120410001,0,0,0,0,0,0,683,173,492
120410002,0,0,0,0,0,0,360,106,247
120410003,0,0,0,0,0,0,275,157,115
120410004,0,0,0,0,0,0,1063,214,833
120410005,0,0,0,0,0,0,1060,245,791
120410006,0,0,0,0,0,0,1069,278,763
120410007,0,0,0,0,0,0,534,125,401
120410008,0,0,0,0,0,0,1128,250,866
120410009,0,0,0,0,0,0,790,197,586
120410010,0,0,0,0,0,0,821,251,562
120430001,0,0,0,0,0,0,275,87,188
120430002,0,0,0,0,0,0,301,90,211
120430003,0,0,0,0,0,0,225,73,150
